Construct	RawFACS	NormFACS	RawDNA	NormDNA	RawRNA	NormRNA	TxnLevl	YFP2mCherry	NonZeroBins	TotalFacsReads
YDR116C|Spar_4;675509;675483|WT	0;0;0;0;0;0;21;5;4;9;171	0.000;0.000;0.000;0.000;0.000;0.000;13.284;4.994;1.778	9	0.502	171	12.036	23.976	0.916	3	20.056
YLR209C|chrXII;561766;561732|561759,AAG	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YJR109C|chrX;633004;632941|WT	0;0;15;0;0;0;101;113;411;245;1044	0.000;0.000;10.046;0.000;0.000;0.000;63.889;112.856;182.659	245	13.671	1044	73.481	5.375	0.946	4	369.45
YBL018C|Spar_2;166733;166687|166700,AAG	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YGR006W|chrVII;506034;506069|WT	38;6;37;20;12;0;0;0;0;61;254	20.751;6.000;24.781;10.412;5.120;0.000;0.000;0.000;0.000	61	3.404	254	17.878	5.252	0.227	5	67.064
YMR008C|Spar_13;271480;271349|WT	0;0;0;0;89;0;0;189;0;0;0	0.000;0.000;0.000;0.000;37.971;0.000;0.000;188.760;0.000	0	0.000	0	0.000	LowReads	0.892	2	226.731
YOR306C|Spar_15;833175;832997|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YDR173C|Spar_4;798990;798931|798973,AAG	45;293;10;0;1;1;1;0;0;406;753	24.573;293.000;6.698;0.000;0.427;0.672;0.633;0.000;0.000	406	22.655	753	52.999	2.339	0.083	6	326.003
YHR214C-E|chrVIII;551596;551499|551540,AAG	698;127;21;0;1;0;0;0;0;433;0	381.161;127.000;14.065;0.000;0.427;0.000;0.000;0.000;0.000	433	24.162	0	0.000	0.000	0.042	4	522.653
YLR342W-A|Spar_12;769730;769879|769792,AAG	963;51;1;6;0;1;0;0;0;476;0	525.871;51.000;0.670;3.124;0.000;0.672;0.000;0.000;0.000	476	26.561	0	0.000	0.000	0.029	5	581.337
YOL035C|chrXV;259165;259105|259119,AAG	290;42;0;0;145;0;1;0;0;220;0	158.362;42.000;0.000;0.000;61.864;0.000;0.633;0.000;0.000	220	12.276	0	0.000	0.000	0.163	4	262.859
YPL171C|chrXVI;227394;227371|WT	0;0;0;0;0;0;3;3;43;10;25	0.000;0.000;0.000;0.000;0.000;0.000;1.898;2.996;19.110	10	0.558	25	1.760	3.154	0.986	3	24.004
YOL138C|chrXV;65421;65350|65407,AAG	3;1;1;4;421;283;1297;72;0;348;585	1.638;1.000;0.670;2.082;179.618;190.205;820.430;71.909;0.000	348	19.419	585	41.175	2.120	0.820	8	1267.552
YDR146C|Spar_4;742991;742823|WT	2;0;0;504;887;361;77;0;1;469;0	1.092;0.000;0.000;262.393;378.434;242.629;48.707;0.000;0.444	469	26.170	0	0.000	0.000	0.584	6	933.699
YOR356W|Spar_15;944011;944049|WT	1;0;0;0;30;69;0;42;6;60;158	0.546;0.000;0.000;0.000;12.799;46.375;0.000;41.947;2.667	60	3.348	158	11.121	3.322	0.796	5	104.334
YNL270C|chrXIV;137837;137661|137772,AAG	40;0;0;0;0;0;0;0;0;94;0	21.843;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	94	5.245	0	0.000	0.000	0.019	1	21.843
YDL022C-A|chrIV;410200;410056|WT	193;96;0;17;0;1;0;0;0;370;392	105.393;96.000;0.000;8.851;0.000;0.672;0.000;0.000;0.000	370	20.646	392	27.590	1.336	0.066	4	210.916
YMR029C|chrXIII;330260;330231|WT	2;5;2;0;4;73;55;28;27;46;361	1.092;5.000;1.340;0.000;1.707;49.063;34.791;27.964;11.999	46	2.567	361	25.409	9.898	0.788	8	132.956
YMR189W|Spar_13;620884;620947|WT	1;0;0;1;54;174;70;0;0;81;0	0.546;0.000;0.000;0.521;23.039;116.946;44.279;0.000;0.000	81	4.520	0	0.000	0.000	0.735	5	185.331
YLR049C|Spar_12;227565;227510|WT	0;2;586;81;34;0;0;0;0;172;325	0.000;2.000;392.476;42.170;14.506;0.000;0.000;0.000;0.000	172	9.598	325	22.875	2.383	0.299	4	451.152
YPL134C|Spar_16;324641;324612|WT	0;0;0;0;0;0;38;12;32;1;136	0.000;0.000;0.000;0.000;0.000;0.000;24.037;11.985;14.222	1	0.056	136	9.572	170.929	0.937	3	50.244
YDL235C|chrIV;34041;33918|WT	0;0;0;0;1;681;0;89;0;222;81	0.000;0.000;0.000;0.000;0.427;457.701;0.000;88.887;0.000	222	12.388	81	5.701	0.460	0.755	3	547.015
YOR246C|Spar_15;737589;737491|737589,AAG	989;2346;151;4;5;7;2;1;3;2254;843	540.069;2346.000;101.133;2.082;2.133;4.705;1.265;0.999;1.333	2254	125.774	843	59.334	0.472	0.077	9	2999.719
YGR091W|Spar_7;647663;647729|WT	0;0;0;1;56;45;232;114;652;267;278	0.000;0.000;0.000;0.521;23.892;30.245;146.754;113.855;289.766	267	14.899	278	19.567	1.313	0.933	6	605.033
YGR047C|Spar_7;570125;570110|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YGL222C|Spar_7;81497;81437|WT	0;0;0;1;27;128;172;11;100;122;166	0.000;0.000;0.000;0.521;11.519;86.029;108.800;10.986;44.443	122	6.808	166	11.684	1.716	0.839	6	262.298
YKL002W|chrXI;437700;437777|437744,437774,ATG	211;2639;367;2;8;4;26;0;1;2315;661	115.222;2639.000;245.800;1.041;3.413;2.688;16.447;0.000;0.444	2315	129.178	661	46.524	0.360	0.098	8	3024.055
YPL026C|chrXVI;502251;502183|WT	0;0;0;0;81;218;426;130;62;142;311	0.000;0.000;0.000;0.000;34.558;146.518;269.470;129.835;27.554	142	7.924	311	21.889	2.762	0.849	5	607.935
YGR177C|Spar_7;817083;817026|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YPR075C|chrXVI;696869;696819|696848,696833,AAG	0;0;0;0;0;0;0;0;0;6;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	6	0.335	0	0.000	0.000	TooLow	0	0
YNL148C|Spar_14;335208;335163|WT	0;32;126;98;1;0;0;0;0;87;322	0.000;32.000;84.389;51.021;0.427;0.000;0.000;0.000;0.000	87	4.855	322	22.664	4.668	0.282	4	167.837
YCR086W|chrIII;263341;263391|WT	120;0;3;2;35;132;599;185;294;380;1226	65.529;0.000;2.009;1.041;14.933;88.717;378.903;184.765;130.661	380	21.204	1226	86.291	4.070	0.828	8	866.558
YDR182W|Spar_4;814951;814959|WT	0;0;0;0;0;0;29;18;11;8;63	0.000;0.000;0.000;0.000;0.000;0.000;18.344;17.977;4.889	8	0.446	63	4.434	9.942	0.931	3	41.21
YIL107C|chrIX;165939;165761|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YGR254W|Spar_7;965927;965964|WT	0;0;0;0;0;0;0;0;9;4;41	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.000	4	0.223	41	2.886	12.942	1.000	1	4
YGR271W|Spar_7;996914;996953|WT	0;0;0;1;0;21;180;19;20;29;157	0.000;0.000;0.000;0.521;0.000;14.114;113.861;18.976;8.889	29	1.618	157	11.050	6.829	0.885	5	156.361
YDL136W|chrIV;217566;217599|WT	1;0;0;0;0;22;0;0;11;17;113	0.546;0.000;0.000;0.000;0.000;14.786;0.000;0.000;4.889	17	0.949	113	7.953	8.380	0.751	3	20.221
YOR187W|chrXV;684011;684029|WT	0;0;0;0;0;0;15;3;0;11;56	0.000;0.000;0.000;0.000;0.000;0.000;9.488;2.996;0.000	11	0.614	56	3.941	6.419	0.905	2	12.484
YFR013W|Spar_6;197779;197826|WT	0;39;452;104;27;0;0;1;0;270;528	0.000;39.000;302.729;54.145;11.519;0.000;0.000;0.999;0.000	270	15.066	528	37.163	2.467	0.287	5	408.392
YLL061W|Spar_12;4624;4641|WT	1;0;0;6;26;7;0;0;0;14;151	0.546;0.000;0.000;3.124;11.093;4.705;0.000;0.000;0.000	14	0.781	151	10.628	13.608	0.555	4	19.468
YHR008C|chrVIII;123632;123590|123622,123559,AAG,CGACGA	0;1;0;0;78;131;7;4;8;42;261	0.000;1.000;0.000;0.000;33.278;88.045;4.428;3.995;3.555	42	2.344	261	18.370	7.837	0.695	6	134.301
YOL035C|chrXV;259258;259105|259135,AAG	1294;1;97;0;0;2;0;1;0;488;2	706.622;1.000;64.966;0.000;0.000;1.344;0.000;0.999;0.000	488	27.231	2	0.141	0.005	0.044	5	774.931
YDR172W|chrIV;808279;808323|WT	1;0;0;0;0;54;208;118;196;179;327	0.546;0.000;0.000;0.000;0.000;36.293;131.572;117.850;87.107	179	9.988	327	23.016	2.304	0.917	5	373.368
YMR111C|Spar_13;473631;473461|WT	0;3;0;0;1;0;0;0;0;134;0	0.000;3.000;0.000;0.000;0.427;0.000;0.000;0.000;0.000	134	7.477	0	0.000	0.000	0.178	2	3.427
YCR073W-A|Spar_3;231237;231255|WT	0;0;0;0;0;0;15;0;19;1;0	0.000;0.000;0.000;0.000;0.000;0.000;9.488;0.000;8.444	1	0.056	0	0.000	0.000	0.942	2	17.932
YBR043C|chrII;324094;323945|324011,323981,WT,CGACGA	846;2497;44;2;8;2;0;2;0;2252;376	461.980;2497.000;29.469;1.041;3.413;1.344;0.000;1.997;0.000	2252	125.662	376	26.464	0.211	0.072	7	2996.244
YOR359W|chrXV;1011054;1011188|WT	5;0;0;202;953;308;188;0;0;604;155	2.730;0.000;0.000;105.166;406.593;207.007;118.921;0.000;0.000	604	33.703	155	10.909	0.324	0.635	5	840.417
YJL016W|chrX;405448;405587|405562,405586,ATG	0;1;0;1;204;0;0;0;0;221;0	0.000;1.000;0.000;0.521;87.036;0.000;0.000;0.000;0.000	221	12.332	0	0.000	0.000	0.568	3	88.557
YNL311C|Spar_14;39028;39023|WT	0;0;0;0;0;0;0;1;2;5;70	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.999;0.889	5	0.279	70	4.927	17.659	0.977	2	1.888
YLR065C|Spar_12;249247;249225|WT	0;0;0;0;0;2;23;14;7;11;31	0.000;0.000;0.000;0.000;0.000;1.344;14.549;13.982;3.111	11	0.614	31	2.182	3.554	0.919	4	32.986
YNR018W|chrXIV;664219;664269|664222,664273,WT,CGACGA	11;0;1;8;309;549;113;27;3;358;333	6.007;0.000;0.670;4.165;131.833;368.984;71.479;26.966;1.333	358	19.977	333	23.438	1.173	0.708	8	611.437
YKL129C|chrXI;200223;200167|WT	1;0;4;0;1;2;169;16;47;101;251	0.546;0.000;2.679;0.000;0.427;1.344;106.903;15.980;20.888	101	5.636	251	17.666	3.134	0.890	7	148.767
YPL170W|chrXVI;228244;228313|WT	0;2;0;13;504;210;216;85;0;579;190	0.000;2.000;0.000;6.768;215.029;141.141;136.633;84.892;0.000	579	32.308	190	13.373	0.414	0.735	6	586.463
YMR026C|chrXIII;325528;325435|325508,AAG	26;69;254;1003;11929;11012;5412;1181;191;10417;15727	14.198;69.000;170.118;522.184;5089.449;7401.182;3423.414;1179.499;84.885	10417	581.272	15727	1106.927	1.904	0.712	9	17953.929
YKL190W|chrXI;82922;82946|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YOL019W|chrXV;288755;288897|WT	3;0;0;4;1;67;1987;791;740;921;900	1.638;0.000;0.000;2.082;0.427;45.031;1256.896;789.995;328.875	921	51.392	900	63.345	1.233	0.921	7	2424.944
YDR086C|chrIV;617222;617170|WT	1;0;0;0;0;0;0;37;52;36;167	0.546;0.000;0.000;0.000;0.000;0.000;0.000;36.953;23.110	36	2.009	167	11.754	5.851	0.957	3	60.609
YBL107W-A:3|Spar_14;704605;704432|704469,AAG	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YLR397C|Spar_12;869574;869515|WT	0;0;80;0;0;0;0;0;0;0;67	0.000;0.000;53.580;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	67	4.716	LowReads	0.277	1	53.58
YLR309C|chrXII;751790;751769|WT	0;0;0;0;31;11;0;0;0;6;61	0.000;0.000;0.000;0.000;13.226;7.393;0.000;0.000;0.000	6	0.335	61	4.293	12.815	0.630	2	20.619
YNR059W|chrXIV;736701;736802|736741,AAG	2794;1274;2;5;6;6;3;1;1;2477;973	1525.735;1274.000;1.340;2.603;2.560;4.033;1.898;0.999;0.444	2477	138.217	973	68.484	0.495	0.049	9	2813.612
YGR287C|Spar_7;1014917;1014746|1014850,AAG	75;0;0;0;0;0;0;0;0;0;0	40.956;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	0.019	1	40.956
YLR241W|chrXII;620417;620472|WT	0;9;724;219;2;0;0;0;1;292;308	0.000;9.000;484.902;114.016;0.853;0.000;0.000;0.000;0.444	292	16.294	308	21.678	1.330	0.301	5	609.215
YGL210W|Spar_7;94057;94131|WT	3;1081;1223;148;20;2;83;0;1;1408;1365	1.638;1081.000;819.109;77.052;8.533;1.344;52.502;0.000;0.444	1408	78.567	1365	96.074	1.223	0.195	8	2041.622
YEL050C|chrV;60902;60851|WT	0;0;0;1;0;2;26;167;449;143;0	0.000;0.000;0.000;0.521;0.000;1.344;16.447;166.788;199.547	143	7.979	0	0.000	0.000	0.973	5	384.647
YBR071W|chrII;380338;380410|WT	2;1;1;45;362;1592;1619;120;124;940;3162	1.092;1.000;0.670;23.428;154.446;1069.986;1024.114;119.848;55.109	940	52.452	3162	222.554	4.243	0.794	9	2449.693
YOR144C|Spar_15;551563;551489|WT	56;1187;838;0;103;8;5;102;28;1348;647	30.580;1187.000;561.254;0.000;43.944;5.377;3.163;101.870;12.444	1348	75.219	647	45.538	0.605	0.201	8	1945.632
YHR131C|Spar_8;346834;346755|WT	9;2;22;597;6121;2135;658;144;130;2708;4371	4.915;2.000;14.735;310.811;2611.495;1434.937;416.224;143.817;57.775	2708	151.107	4371	307.648	2.036	0.649	9	4996.709
YGL241W|chrVII;45430;45444|WT	0;0;0;0;0;4;0;1;0;4;14	0.000;0.000;0.000;0.000;0.000;2.688;0.000;0.999;0.000	4	0.223	14	0.985	4.417	0.776	2	3.687
YBL074C|chrII;87803;87789|WT	0;0;0;0;1;28;19;15;9;13;88	0.000;0.000;0.000;0.000;0.427;18.819;12.019;14.981;4.000	13	0.725	88	6.194	8.543	0.851	5	50.246
YEL056W|chrV;47129;47167|WT	0;0;0;0;1;50;86;13;0;37;455	0.000;0.000;0.000;0.000;0.427;33.605;54.400;12.983;0.000	37	2.065	455	32.025	15.508	0.838	4	101.415
YGR141W|chrVII;770548;770568|WT	0;1;0;0;31;30;0;0;0;8;92	0.000;1.000;0.000;0.000;13.226;20.163;0.000;0.000;0.000	8	0.446	92	6.475	14.518	0.630	3	34.389
YGL164C|Spar_7;193332;193270|WT	0;0;3;177;134;0;67;0;0;224;567	0.000;0.000;2.009;92.150;57.170;0.000;42.382;0.000;0.000	224	12.499	567	39.908	3.193	0.564	4	193.711
YPL228W|chrXVI;118250;118381|118352,118382,ATG	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YOR318C|chrXV;912506;912436|912486,AAG	4;1;0;362;836;327;60;4;44;821;1272	2.184;1.000;0.000;188.465;356.675;219.777;37.954;3.995;19.555	821	45.812	1272	89.528	1.954	0.601	8	829.605
YLR176C|Spar_12;475364;475303|WT	3;4;1;4;449;1154;259;52;34;550;1366	1.638;4.000;0.670;2.082;191.564;775.605;163.833;51.934;15.110	550	30.690	1366	96.144	3.133	0.727	9	1206.436
YJR024C|chrX;470980;470964|WT	0;0;0;0;0;3;0;1;12;23;39	0.000;0.000;0.000;0.000;0.000;2.016;0.000;0.999;5.333	23	1.283	39	2.745	2.140	0.910	3	8.348
YDL192W|Spar_4;122000;122037|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YBR233W|chrII;683348;683427|683369,683399,AAG,CGACGA	0;68;1024;124;63;2;2;2;0;643;400	0.000;68.000;685.828;64.557;26.879;1.344;1.265;1.997;0.000	643	35.880	400	28.154	0.785	0.285	7	849.87
YLR157C|chrXII;474169;474057|474151,474085,AAG	34127;5915;269;196;79;603;29;327;8;17140;3442	18635.922;5915.000;180.164;102.042;33.705;405.277;18.344;326.584;3.555	17140	956.418	3442	242.261	0.253	0.061	9	25620.593
YCL047C|Spar_3;45702;45697|WT	0;0;0;0;29;25;0;2;0;19;11	0.000;0.000;0.000;0.000;12.373;16.803;0.000;1.997;0.000	19	1.060	11	0.774	0.730	0.676	3	31.173
YOR329C|chrXV;939433;939349|WT	14;5;125;4025;6072;1027;7;1;91;3558;7985	7.645;5.000;83.719;2095.503;2590.589;690.248;4.428;0.999;40.443	3558	198.538	7985	562.015	2.831	0.531	9	5518.574
YOR131C|Spar_4;1206149;1206089|WT	415;0;0;5;226;80;58;6;24;292;121	226.621;0.000;0.000;2.603;96.422;53.768;36.688;5.992;10.666	292	16.294	121	8.516	0.523	0.346	7	432.76
YNL063W|chrXIV;507642;507757|507660,507702,WT,CGACGA	123;1738;2;1;175;1;2;1;3;1508;151	67.167;1738.000;1.340;0.521;74.663;0.672;1.265;0.999;1.333	1508	84.147	151	10.628	0.126	0.098	9	1885.96
YOR077W|Spar_15;459122;459168|WT	0;0;0;3;49;2;282;144;295;130;783	0.000;0.000;0.000;1.562;20.906;1.344;178.382;143.817;131.106	130	7.254	783	55.111	7.597	0.924	6	477.117
YDR104C|Spar_4;657479;657427|WT	3;2;30;27;47;238;1077;407;420;479;787	1.638;2.000;20.093;14.057;20.052;159.960;681.267;406.483;186.659	479	26.728	787	55.392	2.072	0.882	9	1492.209
YMR053C|chrXIII;383071;382898|382939,AAG	416;1;0;0;0;1;1;0;0;464;0	227.167;1.000;0.000;0.000;0.000;0.672;0.633;0.000;0.000	464	25.891	0	0.000	0.000	0.027	4	229.472
YMR106C|chrXIII;480230;480190|480221,AAG	0;0;0;0;0;19;0;8;0;2;0	0.000;0.000;0.000;0.000;0.000;12.770;0.000;7.990;0.000	2	0.112	0	0.000	0.000	0.807	2	20.76
YDR185C|chrIV;832563;832473|WT	2;0;387;0;0;0;0;0;0;223;0	1.092;0.000;259.195;0.000;0.000;0.000;0.000;0.000;0.000	223	12.443	0	0.000	0.000	0.275	2	260.287
YAL001C|Spar_1;126449;126415|WT	0;0;0;0;15;0;43;0;0;18;103	0.000;0.000;0.000;0.000;6.400;0.000;27.200;0.000;0.000	18	1.004	103	7.250	7.221	0.828	2	33.6
YER094C|chrV;349436;349346|349376,349364,AAG	2;1;1;0;230;137;1053;24;0;275;225	1.092;1.000;0.670;0.000;98.128;92.078;666.085;23.970;0.000	275	15.345	225	15.836	1.032	0.835	7	883.023
YLR346C|Spar_12;777222;777177|WT	0;0;0;0;75;74;42;0;0;33;277	0.000;0.000;0.000;0.000;31.998;49.736;26.568;0.000;0.000	33	1.841	277	19.496	10.590	0.720	3	108.302
YDR109C|Spar_4;667804;667636|667699,AAG	1769;82;134;1;1;0;0;136;0;826;0	966.008;82.000;89.747;0.521;0.427;0.000;0.000;135.827;0.000	826	46.091	0	0.000	0.000	0.142	6	1274.53
YMR192W|chrXIII;647061;647117|647078,647105,AAG	101;104;100;0;0;1;0;0;0;97;441	55.154;104.000;66.975;0.000;0.000;0.672;0.000;0.000;0.000	97	5.413	441	31.039	5.734	0.125	4	226.801
YOR086C|Spar_15;474194;474035|WT	3;0;2;159;3742;1002;502;1;28;1541;121	1.638;0.000;1.340;82.779;1596.506;673.446;317.545;0.999;12.444	1541	85.988	121	8.516	0.099	0.648	8	2686.697
YJR073C|chrX;572976;572935|WT	0;0;0;0;0;20;48;28;9;50;170	0.000;0.000;0.000;0.000;0.000;13.442;30.363;27.964;4.000	50	2.790	170	11.965	4.289	0.889	4	75.769
YER094C|Spar_5;360337;360249|WT	1;0;1;0;1;193;562;46;1;374;362	0.546;0.000;0.670;0.000;0.427;129.716;355.499;45.942;0.444	374	20.869	362	25.479	1.221	0.850	7	533.244
YIL044C|Spar_9;248461;248449|WT	0;0;0;0;4;0;31;11;8;6;163	0.000;0.000;0.000;0.000;1.707;0.000;19.609;10.986;3.555	6	0.335	163	11.473	34.248	0.905	4	35.857
YGR121C|Spar_7;709560;709504|WT	0;0;0;0;320;250;104;12;0;260;0	0.000;0.000;0.000;0.000;136.526;168.025;65.786;11.985;0.000	260	14.508	0	0.000	0.000	0.705	4	382.322
YCR100C|chrIII;302311;302221|302307,AAG	7271;428;218;147;3;3;2;0;0;2872;1194	3970.516;428.000;146.006;76.531;1.280;2.016;1.265;0.000;0.000	2872	160.259	1194	84.038	0.524	0.041	7	4625.614
YNL203C|chrXIV;260221;260050|260102,AAG	6084;245;92;3;7;1;2;1;0;2859;133	3322.324;245.000;61.617;1.562;2.987;0.672;1.265;0.999;0.000	2859	159.533	133	9.361	0.059	0.029	8	3636.426
YFR003C|Spar_6;180398;180369|WT	0;1;1;0;43;11;7;0;0;3;77	0.000;1.000;0.670;0.000;18.346;7.393;4.428;0.000;0.000	3	0.167	77	5.420	32.455	0.618	5	31.837
YBL086C|Spar_2;57944;57872|WT	2;1;0;0;1;232;1472;129;430;418;656	1.092;1.000;0.000;0.000;0.427;155.928;931.128;128.836;191.103	418	23.325	656	46.172	1.980	0.889	7	1409.514
YHR162W|chrVIII;422904;423071|422914,422944,AAG,CGACGA	2;0;0;0;387;1;592;78;97;257;150	1.092;0.000;0.000;0.000;165.112;0.672;374.475;77.901;43.109	257	14.341	150	10.558	0.736	0.825	6	662.361
YGR195W|chrVII;888761;888881|888859,888881,WT,CGACGA	1;167;1150;1362;191;2;3;4;0;1276;1297	0.546;167.000;770.217;709.087;81.489;1.344;1.898;3.995;0.000	1276	71.201	1297	91.288	1.282	0.330	8	1735.576
YOL148C|chrXV;47618;47574|WT	0;1;0;0;25;54;9;10;4;55;65	0.000;1.000;0.000;0.000;10.666;36.293;5.693;9.987;1.778	55	3.069	65	4.575	1.491	0.734	6	65.417
YDR346C|chrIV;1168789;1168659|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YDR164C|Spar_4;774477;774425|WT	1;0;264;646;139;1;0;4;0;556;1019	0.546;0.000;176.815;336.322;59.304;0.672;0.000;3.995;0.000	556	31.025	1019	71.721	2.312	0.392	6	577.654
YGL020C|chrVII;457920;457870|WT	3;0;0;0;1;54;378;235;259;237;1296	1.638;0.000;0.000;0.000;0.427;36.293;239.108;234.701;115.106	237	13.225	1296	91.217	6.897	0.921	6	627.273
YHL031C|Spar_8;30391;30366|WT	0;0;0;0;0;35;6;0;0;36;29	0.000;0.000;0.000;0.000;0.000;23.524;3.795;0.000;0.000	36	2.009	29	2.041	1.016	0.741	2	27.319
YKL171W|Spar_11;135773;135866|WT	15;2;144;3545;4611;772;326;1;0;2200;2805	8.191;2.000;96.445;1845.605;1967.261;518.862;206.215;0.999;0.000	2200	122.761	2805	197.427	1.608	0.535	8	4645.578
YLR423C|Spar_12;923833;923797|WT	0;0;0;0;47;13;0;0;0;13;0	0.000;0.000;0.000;0.000;20.052;8.737;0.000;0.000;0.000	13	0.725	0	0.000	0.000	0.621	2	28.789
YDL147W|chrIV;190913;190923|WT	0;0;0;0;0;0;21;0;12;30;0	0.000;0.000;0.000;0.000;0.000;0.000;13.284;0.000;5.333	30	1.674	0	0.000	0.000	0.923	2	18.617
YPL075W|Spar_16;437284;437357|WT	2;2;0;1;1040;887;0;0;0;548;143	1.092;2.000;0.000;0.521;443.711;596.154;0.000;0.000;0.000	548	30.579	143	10.065	0.329	0.655	5	1043.478
YLR461W|chrXII;1062896;1062918|WT	0;0;0;0;0;0;9;33;84;37;128	0.000;0.000;0.000;0.000;0.000;0.000;5.693;32.958;37.332	37	2.065	128	9.009	4.363	0.972	3	75.983
YJR104C|chrX;623057;623014|WT	0;0;0;0;0;0;0;0;22;12;71	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;9.777	12	0.670	71	4.997	7.458	1.000	1	9.777
YMR005W|chrXIII;275973;276044|275975,275990,AAG	8;2;9;38;272;1427;2361;261;150;1668;3963	4.369;2.000;6.028;19.784;116.047;959.089;1493.474;260.668;66.664	1668	93.075	3963	278.931	2.997	0.822	9	2928.123
YHR058C|chrVIII;219903;219884|WT	0;0;0;0;5;50;16;0;1;41;87	0.000;0.000;0.000;0.000;2.133;33.605;10.121;0.000;0.444	41	2.288	87	6.123	2.676	0.753	4	46.303
YOR098C|chrXV;511251;511178|WT	3;1;643;1458;61;1;1;0;0;776;132	1.638;1.000;430.652;759.067;26.025;0.672;0.633;0.000;0.000	776	43.301	132	9.291	0.215	0.368	7	1219.687
YFR033C|Spar_6;251893;251737|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YDL150W|chrIV;183231;183342|WT	6;1;711;3687;1387;1;2;71;0;1605;1243	3.276;1.000;476.195;1919.533;591.757;0.672;1.265;70.910;0.000	1605	89.560	1243	87.487	0.977	0.436	8	3064.608
YER134C|chrV;437815;437803|WT	0;0;0;0;0;0;7;0;2;4;44	0.000;0.000;0.000;0.000;0.000;0.000;4.428;0.000;0.889	4	0.223	44	3.097	13.888	0.909	2	5.317
YIR029W|Spar_9;386336;386475|386398,AAG	4667;367;3;286;4;4;3;1;0;1757;134	2548.535;367.000;2.009;148.898;1.707;2.688;1.898;0.999;0.000	1757	98.041	134	9.431	0.096	0.048	8	3073.734
YMR205C|Spar_13;658198;658157|WT	1;1;0;1;25;103;49;34;0;61;374	0.546;1.000;0.000;0.521;10.666;69.226;30.995;33.957;0.000	61	3.404	374	26.324	7.733	0.781	7	146.911
YOL039W|Spar_15;238871;238925|WT	0;1;0;0;0;0;85;54;11;82;243	0.000;1.000;0.000;0.000;0.000;0.000;53.768;53.931;4.889	82	4.576	243	17.103	3.738	0.911	4	113.588
YMR200W|chrXIII;664650;664751|664699,664723,ATG	1020;2306;142;3;40;3;5;0;3;2798;334	556.997;2306.000;95.105;1.562;17.066;2.016;3.163;0.000;1.333	2798	156.129	334	23.508	0.151	0.079	8	2983.242
YOR349W|chrXV;989764;989788|WT	0;0;0;0;0;0;0;0;0;21;95	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	21	1.172	95	6.686	5.705	TooLow	0	0
YLR284C|Spar_12;660910;660885|WT	0;0;0;0;0;0;0;0;11;3;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.889	3	0.167	0	0.000	0.000	1.000	1	4.889
YBL066C|chrII;100154;100115|WT	1;1;0;15;129;72;24;0;0;40;218	0.546;1.000;0.000;7.809;55.037;48.391;15.181;0.000;0.000	40	2.232	218	15.344	6.875	0.646	6	127.964
