Constructs	TotalFacsReads_R1	TotalFacsReads_R2	TotalFacsReads_R3	AverageFacsReads
YPR147C|Spar_16;838816;838769|WT	541.631	368.547	333.94	414.70599999999996
YAR027W|chrI;183698;183769|WT	6252.367	3676.73	3441.261	4456.786
YFR041C|chrVI;238290;238255|WT	4487.273	4509.415	3429.796	4142.1613333333335
YHR028C|chrVIII;167451;167434|WT	5642.2	4580.572	5664.715	5295.829000000001
YER137C|chrV;441839;441819|WT	3557.766	2360.136	3736.411	3218.104333333333
YMR315W|chrXIII;902757;902799|902768,902799,ATG	7230.398	5658.754	4128.386	5672.5126666666665
YBR131W|Spar_2;469797;469810|WT	4387.173	3300.218	4482.653	4056.6813333333334
YBR052C|chrII;339413;339352|339382,339355,WT,CGACGA	3946.345	4598.375	3465.586	4003.435333333333
YOR341W|Spar_15;902659;902767|WT	6492.393	6812.717	5447.061	6250.723666666668
YOR144C|Spar_15;551563;551489|551535,AAG	8603.134	9784.451	7755.297	8714.294
YDL005C|Spar_4;450329;450290|WT	8615.899	9731.741	7752.652	8700.097333333333
YDL129W|chrIV;230873;231023|WT	7683.326	8089.738	5878.467	7217.177
YPL017C|chrXVI;520243;520233|WT	7158.417	9952.826	6025.244	7712.162333333333
YPL236C|Spar_16;127514;127444|WT	7219.997	7359.883	4206.182	6262.020666666667
YPR105C|chrXVI;739620;739569|739603,739576,AAG,CGACGA	19.027	332.016	175.139	175.394
YFL007W|chrVI;123349;123478|WT	118.683	39.033	19.973	59.229666666666674
YGL145W|chrVII;230172;230242|WT	52.494	22.804	16.279	30.525666666666666
YGR086C|chrVII;650711;650617|650667,650595,WT,CGACGA	432.491	270.788	271.613	324.964
YHR129C|chrVIII;364257;364153|WT	294.697	132.034	202.374	209.70166666666668
YDL146W|chrIV;192593;192749|WT	499.506	424.306	338.68	420.8306666666667
YHR002W|chrVIII;108686;108811|WT	1085.923	1029.674	1165.002	1093.533
YJR075W|Spar_10;550090;550140|WT	136.583	387.599	76.123	200.1016666666667
YHR046C|Spar_8;176628;176559|176607,AAG	1683.405	1736.259	1252.959	1557.541
YDL028C|Spar_4;412146;411985|412002,AAG	778.141	1549.029	1590.2	1305.79
YOR033C|Spar_15;380695;380623|WT	4038.372	4017.334	3927.113	3994.2729999999997
YPL228W|chrXVI;118235;118381|118352,118382,AAG	5063.075	3763.748	4733.145	4519.989333333334
YFR012W|chrVI;167782;167887|167796,AAG	4370.988	4035.41	3809.948	4072.1153333333336
YNL135C|chrXIV;372257;372226|WT	1409.747	1062.945	1510.818	1327.8366666666668
YHR072W|chrVIII;239039;239097|WT	1585.532	1633.577	934.939	1384.6826666666666
YJR044C|Spar_10;495082;495059|WT	380.311	282.119	297.155	319.8616666666667
YLR321C|Spar_12;731411;731389|WT	2382.162	1471.157	1180.182	1677.8336666666664
YPL235W|chrXVI;103158;103231|103203,103248,ATG	295.0	188.854	169.482	217.77866666666668
YGR170W|Spar_7;803357;803422|803368,AAG	323.854	249.85	548.654	374.1193333333333
YOR083W|Spar_15;466696;466809|466750,AAG	1673.416	1206.224	1376.937	1418.8589999999997
YHR036W|chrVIII;180236;180344|WT	790.209	973.588	522.852	762.2163333333333
YNL059C|Spar_14;500481;500462|WT	477.02	487.186	408.904	457.7033333333333
YIL158W|Spar_9;26852;26916|WT	975.552	1810.42	1430.792	1405.588
YML054C|Spar_13;167133;167128|WT	1395.556	1467.86	1134.62	1332.6786666666667
YER184C|Spar_5;560684;560645|WT	1281.309	1517.513	1098.75	1299.1906666666666
YNR024W|Spar_14;648843;648867|WT	4874.468	4194.77	3013.432	4027.5566666666673
YKR014C|chrXI;466214;466071|WT	14.666	96.727	64.506	58.633
YBR130C|chrII;496907;496869|WT	454.099	450.892	395.743	433.578
YDR377W|Spar_4;959048;958980|WT	1510.891	1472.609	1016.11	1333.2033333333334
YER048W-A|chrV;250636;250717|WT	3828.086	4270.693	2903.63	3667.4696666666664
YDR016C|chrIV;478778;478758|478766,AAG	9600.248	8735.107	5437.205	7924.186666666666
YPL247C|Spar_16;109024;108976|WT	6161.77	5800.97	4195.779	5386.173000000001
YEL022W|Spar_5;89742;89807|WT	67.157	63.222	74.337	68.23866666666667
YLR381W|chrXII;879671;879722|WT	55.744	29.431	15.623	33.599333333333334
YFR050C|chrVI;249919;249866|249908,249878,WT,CGACGA	22.308	42.436	43.874	36.205999999999996
YDR146C|chrIV;750921;750742|750875,750863,AAG	3819.62	4852.699	3430.196	4034.1716666666666
YGL128C|Spar_7;269411;269385|WT	2402.875	3014.4	2099.58	2505.6183333333333
YPR144C|Spar_16;833674;833630|WT	783.509	1158.78	541.041	827.7766666666666
YBR042C|Spar_2;293403;293369|WT	688.808	504.507	135.52	442.945
YHR068W|chrVIII;232089;232132|WT	143.868	124.301	111.572	126.58033333333333
YKL045W|chrXI;353419;353492|WT	39.852	67.963	31.915	46.57666666666666
YIL169C|chrIX;26147;26106|WT	59.871	18.483	26.542	34.965333333333334
YOR283W|chrXV;847383;847452|WT	539.343	968.655	342.061	616.6863333333333
YIL112W|Spar_9;132496;132540|132502,AAG	18.199	22.171	28.424	22.93133333333334
YDL136W|chrIV;217566;217599|WT	477.798	186.709	408.222	357.57633333333337
YGL064C|chrVII;383215;383208|WT	209.21	362.208	22.856	198.09133333333332
YGL175C|Spar_7;174409;174367|174372,AAG	8690.839	7655.953	7313.599	7886.797000000001
YBR255C-A|chrII;727095;727074|WT	10362.722	10413.909	9210.918	9995.849666666667
YJL002C|Spar_10;425502;425436|WT	346.237	183.727	383.088	304.3506666666667
YPL013C|chrXVI;529369;529350|WT	3092.808	3221.818	2484.796	2933.1406666666667
YNL086W|Spar_14;451717;451794|WT	1181.072	705.007	1153.437	1013.1719999999999
YBR182C-A|chrII;595566;595555|WT	290.106	169.703	198.659	219.48933333333332
YNL137C|chrXIV;370161;370055|WT	664.479	334.55	487.159	495.396
YPR105C|chrXVI;739633;739569|WT	425.467	95.326	214.384	245.059
YBL028C|Spar_2;148078;148065|WT	180.596	199.744	102.598	160.97933333333336
YHR081W|chrVIII;267517;267537|WT	61.451	40.49	29.893	43.94466666666667
YLR411W|Spar_12;897398;897448|WT	377.241	367.693	222.031	322.32166666666666
YOL081W|chrXV;170940;171069|170956,170992,AAG	328.822	153.158	252.615	244.865
YHR073W|Spar_8;218629;218708|WT	707.206	798.893	788.801	764.9666666666667
YLR262C|chrXII;668958;668891|668933,668909,AAG	43.005	101.431	89.129	77.855
YDR459C|chrIV;1383539;1383443|1383447,AAG	198.213	86.503	184.691	156.46900000000002
YOR025W|Spar_15;364002;364022|WT	202.199	139.835	44.375	128.803
YDL209C|chrIV;87248;87226|WT	382.779	369.982	262.465	338.40866666666665
YNL252C|chrXIV;172306;172286|WT	11.515	15.967	7.195	11.559
YDR411C|Spar_4;1260194;1260143|WT	135.596	251.025	208.918	198.513
YGL049C|Spar_7;405948;405780|WT	41.848	14.354	17.354	24.518666666666665
YLR114C|Spar_12;360327;360261|WT	43.474	42.79	35.389	40.550999999999995
YER171W|chrV;526956;527081|WT	4120.46	3630.303	4046.837	3932.5333333333333
YGL123W|chrVII;277518;277616|277595,277613,AAG,CGACGA	6138.838	4798.036	5598.955	5511.942999999999
YLR433C|Spar_12;951257;951237|WT	430.101	1334.209	1104.338	956.216
YGL087C|Spar_7;345458;345396|WT	1529.867	2117.996	1442.64	1696.8343333333335
YGR149W|chrVII;788977;789030|WT	299.266	160.985	296.707	252.31933333333336
YHR159W|chrVIII;417483;417548|417506,417539,AAG,CGACGA	3557.748	2333.211	2278.687	2723.215333333333
YOL102C|Spar_15;111009;110976|111002,AAG	2695.95	2075.105	2271.909	2347.654666666667
YPR063C|Spar_16;693363;693307|WT	2628.283	2715.928	1839.272	2394.494333333333
YDL056W|chrIV;352761;352876|352853,352859,AAG	3521.783	1991.242	3496.87	3003.2983333333336
YFL034C-B|Spar_6;97351;97306|WT	3040.253	1861.709	1931.165	2277.7090000000003
YHR100C|chrVIII;314719;314673|WT	323.06	837.792	212.963	457.93833333333333
YJL085W|chrX;272775;272826|272789,272837,WT,CGACGA	2942.972	3635.552	1534.209	2704.2443333333335
YNL125C|Spar_14;376785;376624|WT	1533.174	2518.972	1060.1	1704.082
YKR022C|chrXI;483191;483139|483162,483153,AAG	30.301	7.508	26.349	21.386
YKL045W|chrXI;353445;353492|WT	6.03	30.188	11.421	15.879666666666665
YNR041C|chrXIV;701707;701659|WT	110.405	42.241	11.865	54.83700000000001
YKL193C|chrXI;79913;79882|WT	201.793	232.989	123.306	186.02933333333337
YMR099C|chrXIII;464850;464827|WT	61.925	63.312	34.717	53.318000000000005
YGL017W|chrVII;459837;459853|WT	102.68	50.489	70.759	74.64266666666667
YAL053W|chrI;45809;45898|45830,45875,ATG	1092.911	1195.144	559.871	949.3086666666668
YAL007C|chrI;138420;138345|138401,138377,AAG	41.178	13.764	18.266	24.402666666666665
YDR314C|chrIV;1092600;1092511|1092593,AAG	51.32	15.236	10.777	25.777666666666665
YBR214W|Spar_2;631298;631397|WT	18.354	27.102	38.841	28.099
YNL004W|chrXIV;622891;622914|WT	72.651	22.85	34.253	43.25133333333334
YEL041W|chrV;75836;75943|75885,AAG	24.824	12.98	12.164	16.656000000000002
YHR090C|Spar_8;262221;262212|WT	10.986	9.508	21.885	14.126333333333335
YIL083C|chrIX;204758;204653|WT	956.243	867.543	1038.938	954.2413333333334
YKR031C|Spar_11;521251;521173|WT	1224.941	850.489	1019.763	1031.731
YDR103W|Spar_4;650834;650867|WT	21.67	39.786	56.589	39.348333333333336
YGR247W|chrVII;984834;984965|WT	131.08	112.294	231.493	158.28900000000002
YPL189W|chrXVI;189110;189153|WT	77.819	54.142	114.095	82.01866666666668
YNL056W|Spar_14;502688;502705|WT	33.531	71.809	82.323	62.55433333333334
YHR045W|chrVIII;195420;195550|WT	111.514	44.459	88.22	81.39766666666667
YJL014W|chrX;407532;407557|WT	59.479	60.004	66.144	61.87566666666667
YCR030C|Spar_3;160043;159972|WT	57.315	86.73	115.236	86.427
YNL188W|chrXIV;286258;286307|286261,286276,AAG	139.181	18.322	118.308	91.93700000000001
YBR199W|chrII;618833;618908|618889,618907,WT,CGACGA	20.549	36.825	16.729	24.701000000000004
YDR180W|chrIV;821151;821294|821214,821244,AAG	3469.282	3120.299	1796.567	2795.382666666667
YPL132W|chrXVI;301589;301715|WT	2394.3	2075.148	1632.638	2034.0286666666668
YDR334W|chrIV;1135767;1135931|WT	1985.139	1916.669	1578.386	1826.7313333333332
YBR042C|chrII;321672;321609|WT	404.759	339.724	394.01	379.49766666666665
YDR171W|chrIV;806551;806620|806595,806620,AAG	305.852	390.91	276.331	324.3643333333333
YJR076C|Spar_10;552837;552763|552837,AAG	2481.595	3082.594	2256.711	2606.9666666666667
YKL001C|chrXI;439429;439385|WT	26.832	65.564	69.222	53.87266666666667
YKL077W|chrXI;291400;291452|291424,291452,WT,CGACGA	46.992	23.02	15.432	28.481333333333335
YMR290C|Spar_13;799747;799729|WT	221.97	213.291	225.819	220.35999999999999
YNR026C|chrXIV;674738;674689|WT	852.767	668.104	711.128	743.9996666666667
YMR144W|chrXIII;553229;553361|553265,553289,AAG	276.599	503.51	434.324	404.811
YPL190C|chrXVI;187819;187725|187774,187741,AAG	673.831	513.646	693.637	627.0379999999999
YPR010C|Spar_16;595637;595581|WT	39.233	40.003	24.188	34.474666666666664
YIR029W|chrIX;410713;410806|410730,410742,AAG	27.028	32.572	34.322	31.307333333333332
YDL206W|chrIV;90038;90175|90140,90170,AAG,CGACGA	3635.494	2963.557	2200.354	2933.1349999999998
YHR174W|chrVIII;451296;451326|WT	2386.568	1473.154	1263.386	1707.7026666666668
YCR083W|chrIII;259567;259577|WT	3843.009	5807.738	4183.555	4611.434
YOL052C|chrXV;233650;233636|WT	4091.516	3876.08	2580.517	3516.0376666666666
YIL103W|chrIX;171700;171750|WT	3066.286	2921.729	2716.729	2901.581333333333
YCR030C|chrIII;176523;176438|WT	3130.518	2328.366	2763.305	2740.7296666666666
YIL010W|Spar_9;309844;309860|WT	3929.079	2990.785	3663.096	3527.653333333333
YLR238W|chrXII;614681;614754|WT	1212.875	1489.189	997.403	1233.1556666666668
YOL127W|chrXV;80326;80347|WT	2327.37	1720.34	832.696	1626.802
YMR115W|Spar_13;477319;477367|WT	52.364	8.88	33.41	31.551333333333332
YNL295W|chrXIV;76808;76945|76849,76867,AAG	4516.615	3622.441	3471.411	3870.155666666667
YDR421W|Spar_4;1289425;1289468|WT	2440.085	2160.111	1437.113	2012.4363333333333
YDL108W|chrIV;267674;267697|WT	419.533	562.424	328.307	436.7546666666667
YOL026C|chrXV;274392;274353|WT	414.617	389.567	502.153	435.4456666666667
YCR014C|chrIII;141084;140933|141027,AAG	62.86	79.714	56.184	66.25266666666667
YJR112W|chrX;636980;637029|WT	7286.826	5513.95	5625.056	6141.9439999999995
YBR133C|chrII;504430;504287|504384,504318,AAG,CGACGA	4691.307	5951.999	5222.862	5288.7226666666675
YOR217W|Spar_15;689655;689743|WT	4861.53	3580.539	3201.047	3881.038666666667
YPL055C|Spar_16;474748;474740|474747,AAG	6400.137	5105.053	4940.022	5481.7373333333335
YFL010C|Spar_6;149878;149862|WT	4058.669	4890.039	3871.532	4273.413333333333
YNL155W|chrXIV;342411;342515|342468,342477,AAG	8996.243	7437.761	8975.716	8469.906666666668
YPL167C|chrXVI;237157;237107|237132,237107,AAG	7373.737	8494.274	6967.207	7611.739333333334
YKL192C|Spar_11;88702;88675|WT	6181.696	5387.215	5718.897	5762.602666666667
YKR090W|Spar_11;624023;624198|WT	52.457	23.004	9.574	28.345
YPR191W|chrXVI;919320;919380|919337,919380,WT,CGACGA	2421.836	2335.202	2271.183	2342.7403333333336
YLR154C|Spar_12;431759;431706|WT	1853.322	2252.417	967.152	1690.9636666666665
YLR447C|Spar_12;973030;972976|WT	395.858	421.273	394.214	403.7816666666667
YPL266W|chrXVI;39073;39120|WT	1194.482	1639.819	1142.138	1325.4796666666666
YDR430C|chrIV;1328527;1328470|WT	638.819	1206.568	782.591	875.9926666666667
YGL115W|chrVII;291911;292032|291955,291982,AAG	769.108	681.059	483.749	644.6386666666666
YHR053C|chrVIII;212779;212720|WT	661.919	536.797	453.146	550.6206666666666
YOR057W|Spar_15;420708;420726|WT	409.616	302.965	362.245	358.2753333333333
YJL041W|Spar_10;351929;351888|WT	574.614	522.232	484.104	526.9833333333333
YDL059C|chrIV;345066;344953|345019,344965,WT,CGACGA	129.516	75.139	138.778	114.47766666666666
YGL055W|Spar_7;396967;397030|WT	28.407	31.546	37.279	32.410666666666664
YLR364W|chrXII;854053;854061|WT	151.01	457.017	126.956	244.99433333333334
YDR194C|Spar_4;835006;834982|WT	198.762	208.161	244.895	217.27266666666665
YLR442C|Spar_12;967495;967417|WT	55.594	14.549	18.675	29.605999999999998
YGL202W|chrVII;115935;116058|116018,116072,WT,CGACGA	225.068	834.6	130.115	396.5943333333334
YNL273W|chrXIV;122833;122882|WT	19.491	53.722	26.099	33.104
YBR049C|chrII;336920;336818|336890,336863,AAG	155.642	68.802	144.231	122.89166666666667
YGR165W|Spar_7;795320;795358|WT	83.157	42.045	27.826	51.00933333333333
YKL028W|chrXI;385736;385757|WT	5732.24	4524.435	3976.889	4744.521333333333
YGR130C|Spar_7;730350;730247|WT	5505.217	4313.5	3531.144	4449.953666666667
YCL054W-A|chrIII;30874;30909|30902,AAG	7505.506	5383.348	3105.875	5331.576333333333
YMR308C|chrXIII;892365;892221|892258,892231,AAG	67.322	71.996	137.763	92.36033333333334
YDR184C|Spar_4;818768;818712|WT	285.317	529.746	345.991	387.01800000000003
YDR412W|chrIV;1294625;1294692|WT	171.378	176.488	162.681	170.18233333333333
YGL056C|chrVII;397716;397618|397641,397618,AAG,CGACGA	15.546	4.48	36.575	18.867
YPL189C-A|chrXVI;188599;188513|WT	43.854	25.923	12.518	27.43166666666667
YML002W|Spar_13;252169;252202|252182,AAG	339.548	50.46	61.534	150.51399999999998
YJL084C|Spar_10;266986;266863|WT	293.757	197.113	206.181	232.35033333333334
YER148W-A|chrV;466082;466184|WT	8373.332	6303.043	5862.275	6846.216666666667
YJR063W|Spar_10;531285;531333|WT	7256.197	10002.892	7373.592	8210.893666666667
YKR003W|chrXI;445272;445380|445318,445369,AAG	5816.185	6344.851	2385.125	4848.720333333334
YDL170W|chrIV;156289;156317|WT	4328.654	3789.095	3343.662	3820.470333333333
YHR183W|chrVIII;470882;470959|470912,470959,WT,CGACGA	2579.772	3046.075	3083.447	2903.098
YMR295C|Spar_13;807081;807015|WT	1822.926	2743.549	2068.132	2211.5356666666667
YNL225C|Spar_14;208162;208130|WT	1369.284	1211.424	1601.357	1394.0216666666668
YHL038C|Spar_8;16432;16404|WT	200.607	180.893	192.193	191.231
YPR169W|chrXVI;878655;878689|WT	1714.04	1971.011	1779.178	1821.4096666666667
YHR097C|Spar_8;276160;276098|WT	1298.115	1300.548	1750.244	1449.6356666666668
YDR119W|Spar_4;680021;680129|WT	409.826	443.367	558.183	470.45866666666666
YPR130C|chrXVI;793874;793781|WT	1710.411	1848.876	1437.108	1665.4650000000001
YMR105C|Spar_13;456563;456502|WT	1688.073	621.208	1725.607	1344.9626666666666
YEL056W|chrV;47098;47167|WT	5.726	4.164	2.579	4.156333333333333
YGR186W|chrVII;867745;867773|WT	83.996	26.617	85.506	65.373
YLR031W|chrXII;204156;204224|204181,AAG	159.121	291.02	96.835	182.32533333333333
YPL193W|chrXVI;181363;181402|181396,AAG	237.748	137.498	114.559	163.26833333333332
YBR217W|Spar_2;637778;637833|637826,AAG	372.225	352.842	405.725	376.93066666666664
YFL039C|Spar_6;88130;88030|WT	2280.853	3012.083	1659.354	2317.43
YCL001W|chrIII;111896;111915|WT	69.723	46.756	46.995	54.49133333333333
YHR028C|Spar_8;145918;145833|WT	17.343	29.731	20.949	22.674333333333333
YCR090C|Spar_3;257927;257884|WT	46.444	21.326	17.134	28.301333333333336
YEL032W|Spar_5;64686;64770|WT	2007.38	1544.838	2116.998	1889.7386666666669
YDR283C|Spar_4;1074234;1074205|WT	10405.3	9511.163	5796.792	8571.085000000001
YDR516C|chrIV;1476528;1476476|WT	12659.496	11741.755	11927.886	12109.712333333331
YGL038C|chrVII;426893;426804|WT	1007.073	1069.851	1034.343	1037.089
YLR283W|chrXII;705149;705185|WT	870.441	1693.512	646.397	1070.1166666666666
YOR143C|Spar_15;548835;548733|WT	1754.067	2371.202	1774.507	1966.5919999999999
YOR253W|chrXV;804346;804376|WT	359.97	195.578	265.452	273.6666666666667
YOR349W|Spar_15;926574;926658|WT	1248.214	620.678	540.164	803.0186666666665
YPL057C|chrXVI;453165;453057|WT	593.275	633.476	473.069	566.6066666666667
YHR186C|Spar_8;460633;460555|WT	208.635	212.227	185.457	202.1063333333333
YNL288W|chrXIV;90177;90302|90215,90260,AAG	91.893	191.116	110.689	131.23266666666666
YDR217C|Spar_4;878944;878904|WT	1411.279	1512.084	658.292	1193.885
YMR307W|chrXIII;886967;887002|WT	5673.65	4789.967	7106.371	5856.662666666666
YOL145C|chrXV;52839;52788|WT	8997.669	8048.545	7936.961	8327.725
YGR113W|chrVII;718843;718892|WT	12861.925	13185.548	10826.881	12291.451333333333
YPL178W|chrXVI;212109;212157|WT	6968.587	8476.777	9960.612	8468.658666666668
YBR279W|Spar_2;741087;741131|WT	12085.672	11420.873	9464.78	10990.441666666666
YKL218C|chrXI;18369;18339|WT	9524.058	11543.579	7460.839	9509.492
YOR016C|Spar_15;346749;346654|WT	3.0	14.455	16.132	11.195666666666668
YDR322W|chrIV;1110562;1110588|WT	67.677	25.74	47.164	46.86033333333334
YML005W|Spar_13;248943;248965|WT	21.991	66.06	18.428	35.493
YPR075C|chrXVI;696869;696819|696848,696833,WT,CGACGA	68.303	87.559	105.529	87.13033333333333
YGL067W|Spar_7;374470;374551|WT	28.85	6.601	27.981	21.144000000000002
YML124C|Spar_13;23489;23448|WT	271.097	442.035	330.932	348.02133333333336
YBR041W|chrII;318212;318265|WT	523.38	274.275	226.217	341.29066666666665
YDL135C|chrIV;219353;219288|WT	474.804	710.339	510.421	565.188
YKL053C-A|chrXI;339512;339442|339484,339475,ATG	915.545	1032.174	937.801	961.84
YEL025C|Spar_5;84584;84528|WT	583.464	689.863	676.368	649.8983333333334
YHR008C|chrVIII;123632;123590|123622,123559,AAG	799.526	550.392	657.647	669.1883333333334
YBR168W|Spar_2;544996;545119|545014,AAG	711.675	667.309	585.687	654.8903333333333
YNL207W|chrXIV;255255;255352|255293,255353,WT,CGACGA	740.285	581.177	694.111	671.8576666666667
YDR214W|Spar_4;868145;868274|WT	2905.645	3634.064	1736.006	2758.5716666666667
YKL165C|Spar_11;149228;149199|WT	2025.849	1927.34	1170.662	1707.9503333333332
YER001W|chrV;153470;153519|WT	2177.933	1551.084	1551.851	1760.2893333333334
YML017W|chrXIII;236505;236587|WT	67.519	73.218	22.19	54.309000000000005
YHR032W|chrVIII;173224;173343|173308,173470,AAG	902.377	714.819	760.436	792.544
YMR291W|Spar_13;800727;800795|WT	482.416	185.367	237.498	301.76033333333334
YOR244W|Spar_15;733174;733235|WT	699.849	595.331	389.904	561.6946666666666
YDR184C|chrIV;831542;831513|WT	266.906	366.018	407.196	346.70666666666665
YOR057W|chrXV;432163;432185|WT	229.623	252.596	261.347	247.85533333333333
YOR071C|chrXV;461402;461276|WT	2233.963	1349.31	1332.999	1638.7573333333332
YML034W|Spar_13;197497;197590|WT	872.167	1013.431	742.732	876.11
YLR410W|chrXII;937491;937540|WT	65.1	58.723	125.573	83.13199999999999
YNL139C|chrXIV;365769;365717|WT	171.691	178.945	156.09	168.90866666666668
YBL097W|chrII;40772;40830|WT	1488.761	1481.946	1038.037	1336.2479999999998
YGR170W|chrVII;837111;837141|WT	659.139	554.363	597.867	603.7896666666667
YOR071C|Spar_15;449030;448939|449030,AAG	6830.596	7567.406	5670.224	6689.408666666667
YCR069W|chrIII;238930;239054|239004,239025,AAG,CGACGA	10084.793	9070.03	6631.333	8595.385333333334
YOR259C|Spar_15;754324;754291|WT	6891.482	5966.16	6111.028	6322.889999999999
YLR038C|chrXII;225222;225172|WT	515.984	621.734	635.717	591.145
YAL007C|chrI;138453;138345|138401,138377,ATG	460.742	653.872	496.534	537.0493333333334
YIL036W|chrIX;285515;285665|WT	431.459	617.039	430.035	492.8443333333334
YBR059C|chrII;360320;360187|WT	13355.632	12256.256	9457.753	11689.880333333334
YHR083W|chrVIII;272619;272626|WT	7.025	16.949	11.402	11.792000000000002
YJR002W|chrX;438849;438864|WT	56.738	50.138	87.626	64.834
YPR112C|chrXVI;751971;751919|WT	2375.579	1574.965	2087.121	2012.555
YGR100W|chrVII;690180;690244|690214,690241,WT,CGACGA	734.146	599.7	388.954	574.2666666666667
YJR085C|chrX;585476;585437|WT	1855.275	1374.197	837.825	1355.7656666666664
YBL046W|Spar_2;127605;127613|WT	3648.808	5051.398	3470.539	4056.9150000000004
YJR054W|chrX;535988;536055|536020,536032,AAG	868.148	2782.791	1678.948	1776.6290000000001
YGL226C-A|Spar_7;75225;75190|75201,AAG	1750.0	1138.515	2093.482	1660.6656666666668
